id,parent_id,slug,name_en,name_ar
2329,327,imams-rights-over-the-subjects,Imam's Rights over the Subjects,حق الإمام على الرعية
2330,327,rebelling-against-the-muslim-ruler,Rebelling against the Muslim Ruler,الخروج على الإمام
2331,327,international-relations-in-islam,International Relations in Islam,العلاقات الدولية في الإسلام
2332,327,consultation-system-in-islam,Consultation System in Islam,نظام الشورى في الإسلام
2333,328,islamic-civilization,Islamic Civilization,الحضارة الإسلامية
2334,7,prophets-biography,Prophet's Biography,السيرة النبوية
2335,7,history,History,التاريخ
2336,367,prophets-lineage,Prophet's Lineage,نسبه صلى الله عليه وسلم
2337,367,prophets-wives-and-family-issues,Prophet's Wives and Family Issues,زوجاته صلى الله عليه وسلم وأحوال بيت النبوة
2338,367,prophets-children,Prophet's Children,أولاده صلى الله عليه وسلم
2339,367,prophets-servants,Prophet's Servants,خدمه صلى الله عليه وسلم
2340,367,prophets-life-before-mission,Prophet's Life before Mission,حياته قبل البعثة صلى الله عليه وسلم
2341,367,prophets-mission,Prophet's Mission,مبعثه صلى الله عليه وسلم
2342,367,the-makkan-period,The Makkan Period,العهد المكي
2343,367,the-emigration-hijrah,The Emigration (Hijrah),الهجرة
2344,367,the-madinan-period,The Madinan Period,العهد المدني
2345,367,prophets-battles-and-expeditions,Prophet's Battles and Expeditions,غزواته وسراياه صلى الله عليه وسلم
2346,367,prophets-correspondences,Prophet's Correspondences,مكاتباته ومراسلاته صلى الله عليه وسلم
2347,367,prophets-death,Prophet's Death,وفاته صلى الله عليه وسلم
2348,367,muhammadan-qualities,Muhammadan Qualities,الشمائل المحمدية
2349,368,stories-and-conditions-of-pre-islamic-nations,Stories and Conditions of Pre-Islamic Nations,قصص وأحوال الأمم السابقة
2350,368,history-of-makkah;-madinah;-and-the-aqsa-jerusalem,History of Makkah; Madinah; and the Aqsa (Jerusalem),تاريخ مكة والمدينة والأقصى
2351,368,wars-and-battles,Wars and Battles,الحروب والغزوات
2352,368,biographies-of-famous-figures,Biographies (of Famous Figures),التراجم وسير الأعلام
2353,368,countries-and-figures,Countries and Figures,البلدان والأعلام
2354,368,periodical-occasions,Periodical Occasions,مناسبات دورية
2355,100,ahl-us-sunnahs-sunni-stance-on-religious-innovators,Ahl-us-Sunnah's (Sunni) Stance on Religious Innovators,موقف أهل السنة من أهل البدع
2356,133,rulings-of-water,Rulings of Water,أحكام المياه
2357,133,removing-impurities,Removing Impurities,إزالة النجاسات
2358,133,utensils,Utensils,الآنية
2359,133,toilet-manners,Toilet Manners,آداب قضاء الحاجة
2360,133,natural-cleanliness-practices,Natural Cleanliness Practices,سنن الفطرة
2361,133,ablution,Ablution,الوضوء
2362,133,ritual-bath,Ritual Bath,الغسل
2363,133,dry-ablution,Dry Ablution,التيمم
2364,133,menses;-postpartum-bleeding;-extra-menses-bleeding,Menses; Postpartum Bleeding; Extra-Menses Bleeding,الحيض والنفاس والاستحاضة
2365,437,excellence-of-ablution,Excellence of Ablution,فضل الوضوء
2366,437,pillars-of-ablution,Pillars of Ablution,أركان الوضوء
2367,437,recommended-acts-and-manners-of-ablution,Recommended Acts and Manners of Ablution,سنن وآداب الوضوء
2368,437,method-of-ablution,Method of Ablution,صفة الوضوء
2369,437,nullifiers-of-ablution,Nullifiers of Ablution,نواقض الوضوء
2370,438,rulings-of-the-ritual-bath,Rulings of the Ritual Bath,أحكام الغسل
2371,438,causes-of-obligatory-ritual-bath,Causes of Obligatory Ritual Bath,موجبات الغسل
2372,438,recommended-manners-of-the-ritual-bath,Recommended Manners of the Ritual Bath,سنن وآداب الغسل
2373,134,obligation-of-prayer-and-ruling-on-its-abandoner,Obligation of Prayer and Ruling on Its Abandoner,وجوب الصلاة وحكم تاركها
2374,134,virtue-of-prayer,Virtue of Prayer,فضل الصلاة
2375,134,the-azan-and-iqaamah,The Azan and Iqaamah,الأذان والإقامة
2376,134,times-not-to-pray,Times Not to Pray,أوقات النهي عن الصلاة
2377,134,conditions-of-prayer,Conditions of Prayer,شروط الصلاة
2378,134,pillars-of-prayer,Pillars of Prayer,أركان الصلاة
2379,134,obligatory-acts-of-prayer,Obligatory Acts of Prayer,واجبات الصلاة
2380,134,recommended-acts-of-prayer,Recommended Acts of Prayer,سنن الصلاة
2381,134,method-of-prayer,Method of Prayer,صفة الصلاة
2382,134,dhikr-invocation-during-prayer,Dhikr (Invocation) during Prayer,أذكار الصلاة
2383,134,nullifiers-of-prayer,Nullifiers of Prayer,مبطلات الصلاة
2384,134,mistakes-during-prayer,Mistakes during Prayer,أخطاء المصلين
2385,134,prostration-of-forgetfulness;-recitation;-gratitude,Prostration of Forgetfulness; Recitation; Gratitude,سجود السهو والتلاوة والشكر
2386,134,virtue-and-rulings-of-congregational-prayer,Virtue and Rulings of Congregational Prayer,فضل صلاة الجماعة وأحكامها
2387,134,rulings-of-the-imam-and-followers-in-prayer,Rulings of the Imam and Followers in Prayer,أحكام الإمام والمأموم
2388,134,prayer-of-the-people-with-excuses,Prayer of the People with Excuses,صلاة أهل الأعذار
2389,134,jumu‘ah-friday-prayer,Jumu‘ah (Friday) Prayer,صلاة الجمعة
2390,134,voluntary-prayer,Voluntary Prayer,صلاة التطوع
2391,134,prayer-of-fear,Prayer of Fear,صلاة الخوف
2392,472,virtue-of-friday,Virtue of Friday,فضل يوم الجمعة
2393,472,merit-of-jumu‘ah-prayer,Merit of Jumu‘ah Prayer,فضل صلاة الجمعة
2394,472,rulings-of-jumu‘ah-prayer,Rulings of Jumu‘ah Prayer,أحكام صلاة الجمعة
2395,472,rulings-of-jumu‘ah-sermon,Rulings of Jumu‘ah Sermon,أحكام خطبة الجمعة
2396,473,virtue-of-voluntary-prayer,Virtue of Voluntary Prayer,فضل صلاة التطوع
2397,473,regular-sunnah-recommended-prayers,Regular Sunnah (Recommended) Prayers,السنن الرواتب
2398,473,voluntary-night-prayer-qiyaam,Voluntary Night Prayer (Qiyaam),قيام الليل
2399,473,prayer-of-the-two-eids,Prayer of the Two Eids,صلاة العيدين
2400,134,prayer-of-the-solar-and-lunar-eclipse,Prayer of the Solar and Lunar Eclipse,صلاة الكسوف والخسوف
2401,134,rain-seeking-prayer,Rain-Seeking Prayer,صلاة الاستسقاء
2402,473,forenoon-prayer,Forenoon Prayer,صلاة الضحى
2403,473,guidance-seeking-prayer,Guidance-Seeking Prayer,صلاة الاستخارة
2404,135,death-and-its-rulings,Death and Its Rulings,الموت وأحكامه
2405,135,washing-the-dead,Washing the Dead,غسل الميت
2406,135,method-of-praying-over-the-dead,Method of Praying over the Dead,صفة الصلاة على الميت
2407,135,carrying-and-burying-the-dead,Carrying and Burying the Dead,حمل الميت ودفنه
2408,135,consolation,Consolation,التعزية
2409,135,visiting-the-graves,Visiting the Graves,زيارة القبور
2410,135,doing-good-deeds-on-behalf-of-the-deceased-and-gifting-them-the-reward,Doing Good Deeds on behalf of the Deceased and Gifting them the Reward,الأعمال الصالحة عن الميت وإهداء الثواب له
2411,136,obligation-of-zakah-and-ruling-of-its-abandoning,Obligation of Zakah and Ruling of Its Abandoning,وجوب الزكاة وحكم تاركها
2412,136,rulings-and-issues-of-zakah,Rulings and Issues of Zakah,أحكام ومسائل الزكاة
2413,136,zakah-of-gold-and-silver,Zakah of Gold and Silver,زكاة النقدين
2414,136,zakah-of-livestock,Zakah of Livestock,زكاة بهيمة الأنعام
2415,136,zakah-of-land-produce,Zakah of Land Produce,زكاة الخارج من الأرض
2416,136,zakat-ul-fitr-minor-eid-charity,Zakat-ul-Fitr (Minor-Eid Charity),زكاة الفطر
2417,136,channels-of-zakah-people-who-receive-zakah,Channels of Zakah (People Who Receive Zakah),مصارف الزكاة
2418,136,voluntary-charity,Voluntary Charity,صدقة التطوع
2419,137,obligation-of-fasting-and-ruling-of-its-abandoning,Obligation of Fasting and Ruling of Its Abandoning,وجوب الصيام وحكم تاركه
2420,137,virtue-of-fasting,Virtue of Fasting,فضل الصيام
2421,137,recommended-acts-of-fasting,Recommended Acts of Fasting,سنن الصيام
2422,137,sighting-the-crescent,Sighting the Crescent,رؤية الهلال
2423,137,fasting-on-the-day-of-doubt,Fasting on the Day of Doubt,صيام يوم الشك
2424,137,fasting-missed-days-of-ramadaan,Fasting Missed Days of Ramadaan,قضاء الصيام
2425,137,fasting-of-people-with-excuses,Fasting of People with Excuses,صيام أهل الأعذار
2426,137,nullifiers-of-fasting,Nullifiers of Fasting,مفسدات الصيام
2427,137,fasting-obligations,Fasting Obligations,ما يجب على الصائم
2428,137,what-is-permissible-for-the-fasting-person,What is Permissible for the Fasting Person,ما يجوز للصائم
2429,137,fasting-prohibitions,Fasting Prohibitions,ما يحرم على الصائم
2430,137,what-is-disliked-for-the-fasting-person,What is Disliked for the Fasting Person,ما يكره للصائم
2431,137,voluntary-fasting,Voluntary Fasting,صيام التطوع
2432,137,seclusion-for-worship-in-ramadaan-i‘tikaaf,Seclusion for Worship in Ramadaan (I‘tikaaf),الاعتكاف
2433,137,last-ten-days-of-ramadaan,Last Ten Days of Ramadaan,العشر الأواخر من رمضان
2434,138,obligation-of-hajj-and-‘umrah-and-ruling-of-its-abandoner,Obligation of Hajj and ‘Umrah and Ruling of Its Abandoner,وجوب الحج والعمرة وحكم تاركهما
2435,138,virtue-of-hajj-and-umrah,Virtue of Hajj and Umrah,فضل الحج والعمرة
2436,138,first-ten-days-of-dhul-hijjah-twelfth-lunar-month,First Ten Days of Dhul Hijjah (Twelfth Lunar Month),العشر من ذي الحجة
2437,138,rulings-of-al-masjid-al-haraam;-the-prophets-mosque;-and-the-aqsa-mosque,Rulings of Al-Masjid Al-Haraam; the Prophet's Mosque; and the Aqsa Mosque,أحكام المسجد الحرام والمسجد النبوي وبيت المقدس
2438,138,rulings-of-ihraam-the-ritual-state-of-consecration,Rulings of Ihraam (the Ritual State of Consecration),أحكام الإحرام
2439,138,prohibitions-of-ihraam,Prohibitions of Ihraam,محظورات الإحرام
2440,138,ransom-and-hunting-expiation,Ransom and Hunting Expiation,الفدية وجزاء الصيد
2441,138,types-of-rituals-pilgrimage,Types of Rituals (Pilgrimage),أنواع النسك
2442,138,obligations-of-‘umrah,Obligations of ‘Umrah,واجبات العمرة
2443,138,how-to-make-hajj-pilgrimage,How to Make Hajj (Pilgrimage),صفة الحج
2444,138,pillars-of-hajj-pilgrimage,Pillars of Hajj (Pilgrimage),أركان الحج
2445,138,obligations-of-hajj-pilgrimage,Obligations of Hajj (Pilgrimage),واجبات الحج
2446,138,rulings-of-the-prophets-mosque,Rulings of the Prophet's Mosque,أحكام المسجد النبوي
2447,138,sacrificial-animals-and-expiations,Sacrificial Animals and Expiations,الهدي والكفارات
2448,138,sacrifice,Sacrifice,الأضحية
2449,138,rulings-and-issues-of-hajj-and-‘umrah,Rulings and Issues of Hajj and ‘Umrah,أحكام ومسائل الحج والعمرة
2450,139,ruling-of-jihad,Ruling of Jihad,حكم الجهاد
2451,139,excellence-of-jihad,Excellence of Jihad,فضل الجهاد
2452,139,categories-of-jihad,Categories of Jihad,أقسام الجهاد
2453,139,rulings-and-issues-of-jihad,Rulings and Issues of Jihad,أحكام ومسائل الجهاد
2454,139,manners-of-jihad,Manners of Jihad,آداب الجهاد
2455,139,rulings-of-non-muslims-living-in-muslim-country,Rulings of Non-Muslims Living in Muslim Country,أحكام أهل الذمة
2456,139,rulings-of-truce-and-security,Rulings of Truce and Security,أحكام الهدنة والأمان
2457,139,rulings-of-terrorism;-assassinations;-and-explosions,Rulings of Terrorism; Assassinations; and Explosions,أحكام الإرهاب والاغتيالات والتفجيرات
2458,140,forbidden-sales,Forbidden Sales,البيوع المحرمة
2459,169,oaths,Oaths,الأيمان
2460,169,vows,Vows,النذور
2461,191,excellence-of-marriage,Excellence of Marriage,فضل النكاح
2462,191,manners-of-marriage,Manners of Marriage,آداب النكاح
2463,191,rulings-and-conditions-of-marriage,Rulings and Conditions of Marriage,أحكام وشروط النكاح
2464,191,women-unlawful-to-marry,Women Unlawful to Marry,المحرمات في النكاح
2465,191,conditions-of-marriage,Conditions of Marriage,الشروط في النكاح
2466,191,marrying-the-disbelievers,Marrying the Disbelievers,نكاح الكفار
2467,191,forbidden-marriages,Forbidden Marriages,الأنكحة المحرمة
2468,191,dowry,Dowry,الصداق
2469,191,wedding-banquet,Wedding Banquet,وليمة العرس
2470,191,marital-relations,Marital Relations,العشرة بين الزوجين
2471,192,words-of-divorce,Words of Divorce,ألفاظ الطلاق
